file,timestamp,variant,latency_mode,prefix_caching_enabled,concurrency,pp,tg,n,mean,median,std,min,max
result-20260510-0726-notocast-api-n3.json,2026-05-10 04:22:48Z,notocast,api,False,1,2048,32,3,2787.798582475396,2806.4386588296898,34.642958854848494,2739.240647279453,2817.7164413170453
result-20260510-0742-g16-api-n3.json,2026-05-10 04:30:51Z,g16,api,False,1,2048,32,3,2932.3452577538724,2952.512843616965,150.58802717408804,2738.658408604253,3105.8645210403993
result-20260510-0800-nooshared64-api-n30.json,2026-05-10 04:40:28Z,nooshared64,api,False,1,2048,32,30,3154.5579885006637,3189.586323974003,110.67839784519903,2760.073312717893,3282.0000615346976
result-20260510-0820-emptyout-api-n30.json,2026-05-10 04:50:21Z,emptyout,api,False,1,2048,32,30,3160.151508281995,3194.9277120578754,124.77475906399603,2715.1273084763857,3326.6834006570925
result-20260510-0840-abetaempty-api-n30.json,2026-05-10 04:59:28Z,abetaempty,api,False,1,2048,32,30,3160.3113563732086,3201.556724071793,127.40104994926861,2762.222594927209,3279.394914491987
result-20260510-0905-metanosync-api-n30.json,2026-05-10 05:08:46Z,metanosync,api,False,1,2048,32,30,3108.6133118011303,3153.3567926654723,132.61288748938892,2678.8000905098934,3297.694373828034
result-20260510-0920-abeta-api-n30.json,2026-05-10 05:17:05Z,abeta,api,False,1,2048,32,30,3309.443456540772,3308.529754191931,10.815156952917619,3284.099698335064,3328.6495701217027
result-20260510-0940-kktv1k2-api-n30.json,2026-05-10 05:25:26Z,kktv1k2,api,False,1,2048,32,30,3278.1028942372063,3275.1690448350178,11.119667797546358,3256.184576064613,3306.485332927873
result-20260510-1000-directfq-api-n30.json,2026-05-10 05:35:00Z,directfq,api,False,1,2048,32,30,3188.2412710228737,3225.5262382123256,115.04435063867246,2861.9516644326773,3346.6589515788946
result-20260510-1020-norstd-api-n30.json,2026-05-10 05:44:34Z,norstd,api,False,1,2048,32,30,3128.772365490539,3193.9440778090557,219.9741000649034,2166.517141797164,3328.7667083082324
result-20260510-1040-fastpack-api-n30.json,2026-05-10 05:53:52Z,fastpack,api,False,1,2048,32,30,3157.144602775283,3193.308687812688,108.10369947195684,2752.125918429252,3298.18305918555
result-20260510-1100-kktalias-api-n30.json,2026-05-10 06:04:27Z,kktalias,api,False,1,2048,32,30,3151.2611571634275,3202.1917894109283,123.11164011701221,2756.233819444518,3255.0683054667884
result-20260510-1120-vdkpack2-api-n30.json,2026-05-10 06:15:28Z,vdkpack2,api,False,1,2048,32,30,3133.1155236163145,3191.1889857868937,128.39845302065126,2682.9684688583457,3250.6825172598346
result-20260510-1135-pgkpack2-api-n30.json,2026-05-10 06:24:07Z,pgkpack2,api,False,1,2048,32,30,3130.5258397650023,3180.7793577793764,157.39853725673075,2601.4307673669714,3305.577000043779
result-20260510-1150-noinit-api-n30.json,2026-05-10 06:32:57Z,noinit,api,False,1,2048,32,30,3101.7531739122633,3161.2171930604823,164.8260926611774,2522.525351643098,3287.8748213979097
result-20260510-1205-nobaro2-api-n30.json,2026-05-10 06:43:58Z,nobaro2,api,False,1,2048,32,30,3136.9122274801066,3170.3116624448394,109.47572351726417,2790.0596488848346,3308.412857264249
result-20260510-1220-noharg2-api-n30.json,2026-05-10 06:52:57Z,noharg2,api,False,1,2048,32,30,3108.018021670389,3167.6657731316755,180.76372496548066,2540.8912127697904,3271.633683442767
result-current-default-n5-20260508-101421.json,2026-05-08 17:20:07Z,n5-20260508-101421,api,False,1,2048,32,5,3134.714362794829,3139.937927930884,10.092503222567467,3116.6129655835643,3143.5868854758937
result-flashqla-hkv-paired-n30-20260506-194809.json,2026-05-06 20:00:29Z,paired-n30-20260506-194809,api,False,1,2048,32,30,3000.3639637365927,2999.3633113937403,11.120072899375826,2984.592594715281,3026.4905155994907
result-flashqla-hkv-pp2048-tg32-c1-20260506-1537.json,2026-05-06 15:37:39Z,pp2048-tg32-c1-20260506-1537,api,False,1,2048,32,5,3021.3447782887856,3016.3052635180075,13.620577410358337,3009.5596233939877,3047.8716379015254
result-flashqla-hkv-pp2048-tg32-c1-n30-20260506-163233.json,2026-05-06 16:39:04Z,pp2048-tg32-c1-n30-20260506-163233,api,False,1,2048,32,30,3030.6261149502925,3028.046232441827,12.611451086592032,3004.0037645488146,3065.9758685018846
result-flashqla-hkv-pp2048-tg32-c1-public-clone-n30-20260506-1745.json,2026-05-06 17:47:58Z,pp2048-tg32-c1-public-clone-n30-20260506-1745,api,False,1,2048,32,30,3006.577646660589,3006.5436170455578,8.441716497550306,2989.338479284172,3029.987154195107
result-flashqla-v2-bk128-bv128-noprefix-pp2048-tg32-c1-n30-20260506-161035.json,2026-05-06 23:17:03Z,bk128-bv128-noprefix-pp2048-tg32-c1-n30-20260506-161035,api,False,1,2048,32,30,3132.1001930490224,3131.063459127937,6.721998689473538,3117.894645909105,3151.8750520786507
result-tune-20260508-102040-bk64-bv128-w4-s3.json,2026-05-08 17:27:03Z,102040-bk64-bv128-w4-s3,api,False,1,2048,32,3,2606.3880372432322,2597.2877174737787,135.07127151032097,2445.698187698667,2776.178206557251
result-tune-20260508-102715-bk128-bv64-w4-s3.json,2026-05-08 17:33:57Z,102715-bk128-bv64-w4-s3,api,False,1,2048,32,3,2616.928497116544,2534.8125506365855,146.6258696580224,2493.0881775220237,2822.8847631910235
result-tune-20260508-103410-bk64-bv64-w4-s3.json,2026-05-08 17:40:45Z,103410-bk64-bv64-w4-s3,api,False,1,2048,32,3,2608.012374015794,2629.947731178279,118.29507947279902,2453.4142013853098,2740.6751894837944
result-tune-20260508-104057-bk128-bv128-w8-s3.json,2026-05-08 17:47:21Z,104057-bk128-bv128-w8-s3,api,False,1,2048,32,3,2398.091156448611,2391.6516936265457,44.429563321625096,2347.1825299097864,2455.439245809501
result-tune-20260508-104732-bk128-bv128-w4-s4.json,2026-05-08 17:53:56Z,104732-bk128-bv128-w4-s4,api,False,1,2048,32,3,2734.981686781351,2691.840849488078,274.9484656439842,2421.8893807958616,3091.214830060114
